Timestamp: 307.2011, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.1401335, Camera Position: (-103.06, 1.73, -107.31), Camera Rotation: (1.69, 269.76, 356.68), Slider Value: 49, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.2182, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2255675, Camera Position: (-103.06, 1.73, -107.31), Camera Rotation: (1.78, 269.81, 356.72), Slider Value: 49, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.23, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2846385, Camera Position: (-103.06, 1.73, -107.30), Camera Rotation: (1.83, 269.84, 356.77), Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.2434, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.3518605, Camera Position: (-103.06, 1.73, -107.30), Camera Rotation: (1.87, 269.85, 356.75), Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.2572, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.4207965, Camera Position: (-103.06, 1.73, -107.30), Camera Rotation: (1.91, 269.85, 356.72), Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.2711, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.490239, Camera Position: (-103.06, 1.73, -107.30), Camera Rotation: (1.91, 269.87, 356.72), Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.2853, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.561051, Camera Position: (-103.06, 1.73, -107.30), Camera Rotation: (1.87, 269.88, 356.73), Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.2992, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.630576, Camera Position: (-103.06, 1.73, -107.30), Camera Rotation: (1.82, 269.90, 356.75), Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.3127, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.698234, Camera Position: (-103.06, 1.73, -107.30), Camera Rotation: (1.73, 269.92, 356.76), Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.3269, Drone Position: (-355.17, 45.00, -107.38), Speed: 0.769341, Camera Position: (-103.06, 1.73, -107.29), Camera Rotation: (1.66, 269.94, 356.76), Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.34, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.8346025, Camera Position: (-103.06, 1.73, -107.29), Camera Rotation: (1.58, 269.97, 356.74), Slider Value: 49, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.3536, Drone Position: (-355.15, 45.00, -107.38), Speed: 0.902569, Camera Position: (-103.06, 1.73, -107.29), Camera Rotation: (1.53, 270.01, 356.68), Slider Value: 49, Phase: MoveToInitial, Scenario: 3
Timestamp: 307.3678, Drone Position: (-355.14, 45.00, -107.38), Speed: 0.973814, Camera Position: (-103.06, 1.73, -107.29), Camera Rotation: (1.56, 270.09, 356.57), Slider Value: 49, Phase: MoveToInitial, Scenario: 3
