Timestamp: 1677.034, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.1400765, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (0.14, 261.48, 358.60), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.048, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.208034, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (0.20, 261.72, 358.52), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.062, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.277799, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (0.22, 261.93, 358.40), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.076, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.3472165, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (0.16, 262.13, 358.22), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.089, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.4170125, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (0.04, 262.29, 358.04), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.103, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.4867355, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (359.94, 262.41, 357.92), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.117, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.5559605, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (359.90, 262.49, 357.90), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.131, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.6252825, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (359.92, 262.55, 357.88), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.145, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.695235, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (359.94, 262.62, 357.83), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.159, Drone Position: (-355.18, 45.00, -107.38), Speed: 0.765157, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (359.95, 262.67, 357.78), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.174, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.8372005, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (359.92, 262.74, 357.81), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.188, Drone Position: (-355.15, 45.00, -107.38), Speed: 0.907142, Camera Position: (-103.10, 1.74, -107.35), Camera Rotation: (359.89, 262.82, 357.84), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.201, Drone Position: (-355.14, 45.00, -107.38), Speed: 0.9737445, Camera Position: (-103.11, 1.74, -107.35), Camera Rotation: (359.85, 262.92, 357.83), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.216, Drone Position: (-355.12, 45.00, -107.38), Speed: 1.047213, Camera Position: (-103.11, 1.74, -107.35), Camera Rotation: (359.78, 263.03, 357.81), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.229, Drone Position: (-355.11, 45.00, -107.38), Speed: 1.112124, Camera Position: (-103.11, 1.74, -107.36), Camera Rotation: (359.72, 263.14, 357.81), Slider Value: 51, Phase: MoveToInitial, Scenario: 2
Timestamp: 1677.243, Drone Position: (-355.09, 45.00, -107.38), Speed: 1.182855, Camera Position: (-103.11, 1.74, -107.36), Camera Rotation: (359.67, 263.27, 357.83), Slider Value: 50, Phase: MoveToInitial, Scenario: 2
