Timestamp: 1513.575, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.140011, Camera Position: (-103.09, 1.74, -107.36), Camera Rotation: (0.30, 269.27, 356.66), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.589, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2085605, Camera Position: (-103.09, 1.74, -107.36), Camera Rotation: (0.24, 269.30, 356.66), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.603, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2787095, Camera Position: (-103.09, 1.74, -107.36), Camera Rotation: (0.16, 269.32, 356.61), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.617, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.349936, Camera Position: (-103.09, 1.74, -107.36), Camera Rotation: (0.11, 269.35, 356.53), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.631, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.421124, Camera Position: (-103.09, 1.74, -107.36), Camera Rotation: (0.04, 269.40, 356.46), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.644, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.4861945, Camera Position: (-103.09, 1.74, -107.36), Camera Rotation: (359.97, 269.45, 356.40), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.658, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.556008, Camera Position: (-103.09, 1.74, -107.35), Camera Rotation: (359.89, 269.51, 356.34), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.672, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.625751, Camera Position: (-103.09, 1.74, -107.35), Camera Rotation: (359.80, 269.58, 356.28), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.686, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.6952574, Camera Position: (-103.09, 1.74, -107.35), Camera Rotation: (359.69, 269.66, 356.20), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.701, Drone Position: (-355.17, 45.00, -107.38), Speed: 0.7689254, Camera Position: (-103.09, 1.74, -107.35), Camera Rotation: (359.60, 269.73, 356.12), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.714, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.835568, Camera Position: (-103.09, 1.74, -107.35), Camera Rotation: (359.52, 269.82, 356.06), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.728, Drone Position: (-355.15, 45.00, -107.38), Speed: 0.9052029, Camera Position: (-103.09, 1.74, -107.34), Camera Rotation: (359.46, 269.92, 355.97), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.742, Drone Position: (-355.14, 45.00, -107.38), Speed: 0.9756379, Camera Position: (-103.09, 1.74, -107.34), Camera Rotation: (359.42, 270.03, 355.86), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.756, Drone Position: (-355.12, 45.00, -107.38), Speed: 1.046496, Camera Position: (-103.09, 1.74, -107.34), Camera Rotation: (359.39, 270.17, 355.79), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.77, Drone Position: (-355.11, 45.00, -107.38), Speed: 1.114818, Camera Position: (-103.09, 1.74, -107.34), Camera Rotation: (359.38, 270.30, 355.74), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.784, Drone Position: (-355.09, 45.00, -107.38), Speed: 1.183939, Camera Position: (-103.09, 1.74, -107.34), Camera Rotation: (359.36, 270.45, 355.71), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.798, Drone Position: (-355.07, 45.00, -107.38), Speed: 1.252708, Camera Position: (-103.09, 1.74, -107.33), Camera Rotation: (359.34, 270.59, 355.67), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
Timestamp: 1513.812, Drone Position: (-355.05, 45.00, -107.38), Speed: 1.322981, Camera Position: (-103.09, 1.74, -107.33), Camera Rotation: (359.29, 270.74, 355.62), Slider Value: 51, Phase: MoveToInitial, Scenario: 1
