Timestamp: 1820.013, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.139473, Camera Position: (-103.11, 1.74, -107.35), Camera Rotation: (357.16, 258.03, 353.45), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.027, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.207364, Camera Position: (-103.11, 1.74, -107.35), Camera Rotation: (356.89, 256.60, 353.70), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.041, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2774685, Camera Position: (-103.11, 1.74, -107.35), Camera Rotation: (356.66, 255.36, 353.99), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.055, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.3487405, Camera Position: (-103.11, 1.74, -107.35), Camera Rotation: (356.43, 254.25, 354.24), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.069, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.419722, Camera Position: (-103.11, 1.74, -107.35), Camera Rotation: (356.24, 253.31, 354.47), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.083, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.4877815, Camera Position: (-103.11, 1.75, -107.35), Camera Rotation: (356.08, 252.49, 354.65), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.097, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.556703, Camera Position: (-103.11, 1.75, -107.35), Camera Rotation: (355.96, 251.73, 354.80), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.111, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.6262335, Camera Position: (-103.10, 1.75, -107.34), Camera Rotation: (355.89, 251.21, 354.89), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.125, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.6952705, Camera Position: (-103.10, 1.74, -107.34), Camera Rotation: (355.84, 250.82, 354.95), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.138, Drone Position: (-355.18, 45.00, -107.38), Speed: 0.7638575, Camera Position: (-103.10, 1.74, -107.34), Camera Rotation: (355.86, 250.44, 355.01), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.152, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.8340926, Camera Position: (-103.10, 1.74, -107.34), Camera Rotation: (355.92, 250.20, 355.03), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.166, Drone Position: (-355.15, 45.00, -107.38), Speed: 0.9040676, Camera Position: (-103.10, 1.74, -107.34), Camera Rotation: (356.08, 250.07, 355.01), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.18, Drone Position: (-355.14, 45.00, -107.38), Speed: 0.9732996, Camera Position: (-103.10, 1.74, -107.34), Camera Rotation: (356.36, 250.02, 354.94), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.194, Drone Position: (-355.12, 45.00, -107.38), Speed: 1.043714, Camera Position: (-103.10, 1.74, -107.34), Camera Rotation: (356.70, 250.01, 354.87), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.208, Drone Position: (-355.11, 45.00, -107.38), Speed: 1.114386, Camera Position: (-103.10, 1.74, -107.34), Camera Rotation: (357.04, 250.12, 354.84), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.222, Drone Position: (-355.09, 45.00, -107.38), Speed: 1.183911, Camera Position: (-103.10, 1.74, -107.33), Camera Rotation: (357.40, 250.24, 354.83), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.236, Drone Position: (-355.07, 45.00, -107.38), Speed: 1.253654, Camera Position: (-103.10, 1.74, -107.33), Camera Rotation: (357.57, 250.41, 354.89), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.25, Drone Position: (-355.05, 45.00, -107.38), Speed: 1.324187, Camera Position: (-103.10, 1.74, -107.33), Camera Rotation: (357.62, 250.58, 354.92), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.264, Drone Position: (-355.04, 45.00, -107.38), Speed: 1.392754, Camera Position: (-103.10, 1.74, -107.33), Camera Rotation: (357.60, 250.77, 355.02), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.278, Drone Position: (-355.01, 45.00, -107.38), Speed: 1.462804, Camera Position: (-103.10, 1.74, -107.33), Camera Rotation: (357.66, 250.95, 355.12), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.292, Drone Position: (-354.99, 45.00, -107.38), Speed: 1.534658, Camera Position: (-103.10, 1.74, -107.33), Camera Rotation: (357.68, 251.18, 355.18), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.306, Drone Position: (-354.97, 45.00, -107.38), Speed: 1.604293, Camera Position: (-103.10, 1.74, -107.33), Camera Rotation: (357.72, 251.39, 355.25), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.32, Drone Position: (-354.95, 45.00, -107.38), Speed: 1.673018, Camera Position: (-103.10, 1.74, -107.32), Camera Rotation: (357.66, 251.61, 355.28), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.334, Drone Position: (-354.92, 45.00, -107.38), Speed: 1.74165, Camera Position: (-103.10, 1.74, -107.32), Camera Rotation: (357.65, 251.84, 355.35), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1820.348, Drone Position: (-354.90, 45.00, -107.38), Speed: 1.811091, Camera Position: (-103.10, 1.74, -107.32), Camera Rotation: (357.73, 252.05, 355.34), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
