Timestamp: 552.1205, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.1531955, Camera Position: (-103.11, 1.74, -107.37), Camera Rotation: (359.91, 270.80, 359.38), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.133, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2152445, Camera Position: (-103.11, 1.74, -107.37), Camera Rotation: (0.07, 270.53, 359.43), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.1469, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2845435, Camera Position: (-103.11, 1.75, -107.38), Camera Rotation: (359.81, 270.27, 359.57), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.1605, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.3529765, Camera Position: (-103.11, 1.75, -107.39), Camera Rotation: (359.97, 269.19, 359.88), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.1744, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.4223785, Camera Position: (-103.11, 1.75, -107.38), Camera Rotation: (359.10, 269.88, 359.50), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.1883, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.4916735, Camera Position: (-103.11, 1.75, -107.38), Camera Rotation: (359.05, 269.92, 359.43), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.2024, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.5622575, Camera Position: (-103.11, 1.75, -107.39), Camera Rotation: (359.05, 269.56, 359.54), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.2167, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.6338075, Camera Position: (-103.11, 1.75, -107.39), Camera Rotation: (358.78, 269.25, 359.78), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.2291, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.695953, Camera Position: (-103.11, 1.75, -107.39), Camera Rotation: (358.35, 268.89, 359.84), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.2432, Drone Position: (-355.17, 45.00, -107.38), Speed: 0.76634, Camera Position: (-103.11, 1.75, -107.40), Camera Rotation: (357.89, 268.60, 359.68), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.257, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.8353435, Camera Position: (-103.11, 1.75, -107.40), Camera Rotation: (357.57, 268.36, 359.52), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.2706, Drone Position: (-355.15, 45.00, -107.38), Speed: 0.90338, Camera Position: (-103.11, 1.75, -107.40), Camera Rotation: (357.52, 268.16, 359.38), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.2845, Drone Position: (-355.14, 45.00, -107.38), Speed: 0.9731361, Camera Position: (-103.11, 1.75, -107.40), Camera Rotation: (357.56, 268.01, 359.33), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.2981, Drone Position: (-355.12, 45.00, -107.38), Speed: 1.040944, Camera Position: (-103.12, 1.75, -107.40), Camera Rotation: (357.91, 267.92, 359.29), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.3126, Drone Position: (-355.11, 45.00, -107.38), Speed: 1.113014, Camera Position: (-103.12, 1.75, -107.41), Camera Rotation: (358.48, 267.90, 359.24), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.3261, Drone Position: (-355.09, 45.00, -107.38), Speed: 1.180785, Camera Position: (-103.12, 1.74, -107.41), Camera Rotation: (358.99, 267.93, 359.17), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.3399, Drone Position: (-355.07, 45.00, -107.38), Speed: 1.249906, Camera Position: (-103.12, 1.74, -107.41), Camera Rotation: (359.36, 268.01, 359.13), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.3539, Drone Position: (-355.06, 45.00, -107.38), Speed: 1.319903, Camera Position: (-103.12, 1.74, -107.41), Camera Rotation: (359.40, 268.02, 359.15), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.368, Drone Position: (-355.04, 45.00, -107.38), Speed: 1.390396, Camera Position: (-103.12, 1.74, -107.41), Camera Rotation: (359.20, 267.98, 359.22), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.3816, Drone Position: (-355.02, 45.00, -107.38), Speed: 1.45838, Camera Position: (-103.12, 1.74, -107.41), Camera Rotation: (359.05, 267.90, 359.30), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.3956, Drone Position: (-354.99, 45.00, -107.38), Speed: 1.528106, Camera Position: (-103.12, 1.74, -107.42), Camera Rotation: (358.97, 267.75, 359.45), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.4095, Drone Position: (-354.97, 45.00, -107.38), Speed: 1.597843, Camera Position: (-103.12, 1.74, -107.42), Camera Rotation: (359.02, 267.60, 359.60), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.4235, Drone Position: (-354.95, 45.00, -107.38), Speed: 1.667578, Camera Position: (-103.12, 1.74, -107.42), Camera Rotation: (359.13, 267.51, 359.58), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.4375, Drone Position: (-354.92, 45.00, -107.38), Speed: 1.737888, Camera Position: (-103.12, 1.74, -107.42), Camera Rotation: (359.33, 267.52, 359.42), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.4515, Drone Position: (-354.90, 45.00, -107.38), Speed: 1.807697, Camera Position: (-103.12, 1.74, -107.42), Camera Rotation: (359.48, 267.56, 359.25), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.4655, Drone Position: (-354.87, 45.00, -107.38), Speed: 1.877536, Camera Position: (-103.12, 1.74, -107.42), Camera Rotation: (359.77, 267.54, 359.12), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.4792, Drone Position: (-354.85, 45.00, -107.38), Speed: 1.946563, Camera Position: (-103.12, 1.74, -107.42), Camera Rotation: (359.99, 267.46, 359.08), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.4932, Drone Position: (-354.82, 45.00, -107.38), Speed: 2.016556, Camera Position: (-103.12, 1.74, -107.42), Camera Rotation: (359.86, 267.41, 359.12), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.5071, Drone Position: (-354.79, 45.00, -107.38), Speed: 2.085582, Camera Position: (-103.12, 1.74, -107.42), Camera Rotation: (359.52, 267.45, 359.13), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.5209, Drone Position: (-354.76, 45.00, -107.38), Speed: 2.155061, Camera Position: (-103.12, 1.75, -107.42), Camera Rotation: (359.26, 267.50, 359.16), Slider Value: 50, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.535, Drone Position: (-354.73, 45.00, -107.38), Speed: 2.225055, Camera Position: (-103.12, 1.75, -107.42), Camera Rotation: (359.21, 267.54, 359.21), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
Timestamp: 552.5487, Drone Position: (-354.70, 45.00, -107.38), Speed: 2.293851, Camera Position: (-103.12, 1.75, -107.42), Camera Rotation: (359.30, 267.51, 359.26), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
