Timestamp: 748.4048, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.1395005, Camera Position: (-103.05, 1.73, -107.25), Camera Rotation: (4.77, 309.64, 359.99), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.4201, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2161185, Camera Position: (-103.05, 1.73, -107.25), Camera Rotation: (4.67, 308.27, 0.19), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.4341, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2863725, Camera Position: (-103.05, 1.73, -107.25), Camera Rotation: (4.55, 306.93, 0.29), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.4475, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.353181, Camera Position: (-103.05, 1.73, -107.25), Camera Rotation: (4.39, 305.57, 0.31), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.4611, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.4211915, Camera Position: (-103.05, 1.73, -107.25), Camera Rotation: (4.22, 304.17, 0.32), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.475, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.4904705, Camera Position: (-103.06, 1.73, -107.25), Camera Rotation: (4.13, 302.69, 0.33), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.4888, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.559479, Camera Position: (-103.06, 1.73, -107.25), Camera Rotation: (4.10, 301.20, 0.36), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.5027, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.628943, Camera Position: (-103.06, 1.73, -107.26), Camera Rotation: (4.07, 299.66, 0.35), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.5168, Drone Position: (-355.18, 45.00, -107.38), Speed: 0.699815, Camera Position: (-103.06, 1.73, -107.26), Camera Rotation: (3.99, 298.16, 0.32), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.5308, Drone Position: (-355.17, 45.00, -107.38), Speed: 0.7697375, Camera Position: (-103.06, 1.73, -107.26), Camera Rotation: (3.84, 296.70, 0.31), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
Timestamp: 748.5438, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.8344, Camera Position: (-103.06, 1.73, -107.26), Camera Rotation: (3.64, 295.24, 0.28), Slider Value: 49, Phase: MoveToInitial, Scenario: 5
