Timestamp: 1273.266, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.1392295, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (9.44, 255.46, 358.07), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.282, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.219233, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (9.28, 254.37, 357.94), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.296, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.289408, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (9.10, 253.47, 357.78), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.31, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.359177, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (8.86, 252.81, 357.63), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.323, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.423211, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (8.66, 252.26, 357.49), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.337, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.491767, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (8.61, 251.97, 357.32), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.35, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.5593325, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (8.63, 251.73, 357.16), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.365, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.6312995, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (8.71, 251.64, 357.00), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.379, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.700348, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (8.80, 251.70, 356.89), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.392, Drone Position: (-355.17, 45.00, -107.38), Speed: 0.767, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (8.87, 251.83, 356.81), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
Timestamp: 1273.406, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.8357975, Camera Position: (-103.09, 1.72, -107.42), Camera Rotation: (8.95, 252.07, 356.75), Slider Value: 49, Phase: MoveToInitial, Scenario: 4
