Timestamp: 172.5552, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.139839, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.44, 250.28, 4.70), Slider Value: 33, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.5707, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2174455, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.44, 250.21, 4.72), Slider Value: 33, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.5848, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2880955, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.43, 250.13, 4.73), Slider Value: 41, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.5989, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.3583535, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.29, 249.71, 4.84), Slider Value: 45, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.6117, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.422408, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.37, 249.94, 4.73), Slider Value: 49, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.6254, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.490745, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.34, 249.84, 4.74), Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.6394, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.5606735, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.30, 249.74, 4.73), Slider Value: 47, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.653, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.6287785, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.28, 249.64, 4.71), Slider Value: 46, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.6686, Drone Position: (-355.18, 45.00, -107.38), Speed: 0.706884, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.22, 249.54, 4.67), Slider Value: 46, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.6808, Drone Position: (-355.17, 45.00, -107.38), Speed: 0.7680125, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.15, 249.45, 4.62), Slider Value: 46, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.6964, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.845781, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (357.04, 249.35, 4.57), Slider Value: 46, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.7101, Drone Position: (-355.15, 45.00, -107.38), Speed: 0.9143184, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (356.94, 249.24, 4.55), Slider Value: 46, Phase: MoveToInitial, Scenario: 3
Timestamp: 172.7238, Drone Position: (-355.14, 45.00, -107.38), Speed: 0.982814, Camera Position: (-103.03, 1.53, -107.40), Camera Rotation: (356.86, 249.16, 4.52), Slider Value: 46, Phase: MoveToInitial, Scenario: 3
