Timestamp: 1010.593, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.1409595, Camera Position: (-102.97, 1.52, -107.35), Camera Rotation: (6.38, 273.55, 2.28), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.609, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.218326, Camera Position: (-102.97, 1.52, -107.35), Camera Rotation: (6.12, 273.34, 2.39), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.622, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2876455, Camera Position: (-102.97, 1.52, -107.35), Camera Rotation: (5.90, 273.12, 2.59), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.636, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.356305, Camera Position: (-102.97, 1.52, -107.35), Camera Rotation: (5.60, 272.91, 2.81), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.65, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.423557, Camera Position: (-102.97, 1.52, -107.35), Camera Rotation: (5.35, 272.69, 2.90), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.664, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.492932, Camera Position: (-102.97, 1.52, -107.35), Camera Rotation: (5.24, 272.50, 2.92), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.677, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.561633, Camera Position: (-102.96, 1.52, -107.35), Camera Rotation: (5.23, 272.32, 2.85), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.691, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.63012, Camera Position: (-102.96, 1.52, -107.35), Camera Rotation: (5.22, 272.14, 2.72), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.705, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.6985695, Camera Position: (-102.96, 1.52, -107.35), Camera Rotation: (5.30, 271.95, 2.48), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.719, Drone Position: (-355.17, 45.00, -107.38), Speed: 0.7688055, Camera Position: (-102.96, 1.52, -107.35), Camera Rotation: (5.37, 271.78, 2.49), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.733, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.8413575, Camera Position: (-102.96, 1.52, -107.35), Camera Rotation: (5.27, 271.59, 2.46), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.752, Drone Position: (-355.14, 45.00, -107.38), Speed: 0.9361755, Camera Position: (-102.96, 1.52, -107.35), Camera Rotation: (5.19, 271.39, 2.40), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.775, Drone Position: (-355.12, 45.00, -107.38), Speed: 1.052071, Camera Position: (-102.96, 1.52, -107.35), Camera Rotation: (5.07, 271.09, 2.14), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.789, Drone Position: (-355.10, 45.00, -107.38), Speed: 1.122257, Camera Position: (-102.96, 1.52, -107.35), Camera Rotation: (5.02, 270.95, 1.97), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
Timestamp: 1010.803, Drone Position: (-355.09, 45.00, -107.38), Speed: 1.189582, Camera Position: (-102.96, 1.52, -107.35), Camera Rotation: (4.95, 270.76, 1.75), Slider Value: 51, Phase: MoveToInitial, Scenario: 3
