Timestamp: 0.3533334, Drone Position: (-354.61, 45.00, -107.38), Speed: 1.866667, Camera Position: (-103.24, 0.00, -107.38), Camera Rotation: (0.00, 270.00, 0.00), Slider Value: 50, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.4914306, Drone Position: (-354.26, 45.00, -107.38), Speed: 2.557153, Camera Position: (-103.00, 1.54, -107.35), Camera Rotation: (354.50, 266.75, 0.67), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.5538456, Drone Position: (-354.08, 45.00, -107.38), Speed: 2.869228, Camera Position: (-103.00, 1.54, -107.35), Camera Rotation: (354.43, 266.79, 0.65), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.5746213, Drone Position: (-354.02, 45.00, -107.38), Speed: 2.973106, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (353.74, 267.11, 0.37), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.5952355, Drone Position: (-353.95, 45.00, -107.38), Speed: 3.076178, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (353.70, 267.01, 0.33), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.6366804, Drone Position: (-353.82, 45.00, -107.38), Speed: 3.283402, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (353.52, 266.66, 0.36), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.6543267, Drone Position: (-353.76, 45.00, -107.38), Speed: 3.371634, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (353.71, 266.61, 0.35), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.6748676, Drone Position: (-353.69, 45.00, -107.38), Speed: 3.474338, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (353.83, 266.32, 0.38), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.6999198, Drone Position: (-353.60, 45.00, -107.38), Speed: 3.599599, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (353.69, 266.34, 0.48), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7138066, Drone Position: (-353.55, 45.00, -107.38), Speed: 3.669033, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (353.48, 266.22, 0.59), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7264562, Drone Position: (-353.50, 45.00, -107.38), Speed: 3.732281, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (353.23, 266.11, 0.66), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7380925, Drone Position: (-353.45, 45.00, -107.38), Speed: 3.790463, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (353.25, 266.22, 0.60), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7517846, Drone Position: (-353.40, 45.00, -107.38), Speed: 3.858923, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (352.97, 266.12, 0.65), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7660154, Drone Position: (-353.35, 45.00, -107.38), Speed: 3.930077, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (352.96, 266.18, 0.61), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7796997, Drone Position: (-353.29, 45.00, -107.38), Speed: 3.998499, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (352.61, 266.09, 0.65), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7936713, Drone Position: (-353.23, 45.00, -107.38), Speed: 4.068357, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (352.40, 266.06, 0.67), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8068466, Drone Position: (-353.18, 45.00, -107.38), Speed: 4.134233, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (352.21, 266.03, 0.65), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8201213, Drone Position: (-353.12, 45.00, -107.38), Speed: 4.200607, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (352.01, 266.00, 0.64), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.834089, Drone Position: (-353.06, 45.00, -107.38), Speed: 4.270445, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.83, 265.95, 0.63), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.847905, Drone Position: (-353.00, 45.00, -107.38), Speed: 4.339525, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.67, 265.89, 0.62), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8621514, Drone Position: (-352.94, 45.00, -107.38), Speed: 4.410757, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.55, 265.84, 0.58), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8759152, Drone Position: (-352.88, 45.00, -107.38), Speed: 4.479576, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.44, 265.78, 0.54), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8895801, Drone Position: (-352.82, 45.00, -107.38), Speed: 4.5479, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.36, 265.73, 0.53), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9033937, Drone Position: (-352.75, 45.00, -107.38), Speed: 4.616969, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.30, 265.67, 0.53), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9175903, Drone Position: (-352.69, 45.00, -107.38), Speed: 4.687952, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.28, 265.60, 0.53), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9313272, Drone Position: (-352.62, 45.00, -107.38), Speed: 4.756636, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.25, 265.53, 0.55), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9452264, Drone Position: (-352.55, 45.00, -107.38), Speed: 4.826132, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.23, 265.44, 0.57), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9593605, Drone Position: (-352.49, 45.00, -107.38), Speed: 4.896803, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.23, 265.36, 0.58), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9733763, Drone Position: (-352.42, 45.00, -107.38), Speed: 4.966882, Camera Position: (-102.99, 1.54, -107.35), Camera Rotation: (351.23, 265.28, 0.59), Slider Value: 40, Phase: MoveToInitial, Scenario: 1
