Timestamp: 1335.27, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.1394095, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (344.67, 274.09, 3.37), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.285, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.216419, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (344.56, 273.82, 3.33), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.3, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2884105, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (344.46, 273.54, 3.28), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.314, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.3572145, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (344.35, 273.25, 3.25), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.327, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.4226465, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (344.25, 272.95, 3.23), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.341, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.492041, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (344.12, 272.64, 3.22), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.354, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.55984, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (344.03, 272.34, 3.24), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.368, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.6289835, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (343.96, 272.06, 3.24), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.382, Drone Position: (-355.18, 45.00, -107.38), Speed: 0.7005605, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (343.94, 271.81, 3.25), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.396, Drone Position: (-355.17, 45.00, -107.38), Speed: 0.7690595, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (343.92, 271.58, 3.27), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.409, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.8358575, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (343.88, 271.36, 3.30), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
Timestamp: 1335.423, Drone Position: (-355.15, 45.00, -107.38), Speed: 0.90482, Camera Position: (-103.09, 1.56, -107.33), Camera Rotation: (343.85, 271.17, 3.33), Slider Value: 1, Phase: MoveToInitial, Scenario: 5
