Timestamp: 666.8998, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.140781, Camera Position: (-103.04, 1.53, -107.36), Camera Rotation: (355.50, 266.90, 0.76), Slider Value: 78, Phase: MoveToInitial, Scenario: 1
Timestamp: 666.9133, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.208704, Camera Position: (-103.04, 1.53, -107.36), Camera Rotation: (355.42, 266.95, 0.82), Slider Value: 79, Phase: MoveToInitial, Scenario: 1
Timestamp: 666.9276, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.279662, Camera Position: (-103.04, 1.53, -107.36), Camera Rotation: (355.31, 267.01, 0.85), Slider Value: 79, Phase: MoveToInitial, Scenario: 1
Timestamp: 666.9414, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.348939, Camera Position: (-103.04, 1.53, -107.36), Camera Rotation: (355.23, 267.07, 0.87), Slider Value: 80, Phase: MoveToInitial, Scenario: 1
Timestamp: 666.9557, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.420719, Camera Position: (-103.04, 1.53, -107.36), Camera Rotation: (355.18, 267.12, 0.88), Slider Value: 80, Phase: MoveToInitial, Scenario: 1
Timestamp: 666.97, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.492224, Camera Position: (-103.04, 1.53, -107.36), Camera Rotation: (355.13, 267.17, 0.89), Slider Value: 80, Phase: MoveToInitial, Scenario: 1
Timestamp: 666.9832, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.5577739, Camera Position: (-103.04, 1.53, -107.36), Camera Rotation: (355.05, 267.21, 0.90), Slider Value: 80, Phase: MoveToInitial, Scenario: 1
Timestamp: 666.9971, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.6272259, Camera Position: (-103.04, 1.53, -107.36), Camera Rotation: (354.97, 267.25, 0.91), Slider Value: 79, Phase: MoveToInitial, Scenario: 1
Timestamp: 667.0109, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.6966065, Camera Position: (-103.04, 1.53, -107.35), Camera Rotation: (354.88, 267.28, 0.92), Slider Value: 77, Phase: MoveToInitial, Scenario: 1
Timestamp: 667.0249, Drone Position: (-355.18, 45.00, -107.38), Speed: 0.766336, Camera Position: (-103.04, 1.53, -107.35), Camera Rotation: (354.82, 267.30, 0.91), Slider Value: 72, Phase: MoveToInitial, Scenario: 1
Timestamp: 667.0389, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.836653, Camera Position: (-103.04, 1.53, -107.35), Camera Rotation: (354.76, 267.33, 0.90), Slider Value: 70, Phase: MoveToInitial, Scenario: 1
