Timestamp: 0.3533334, Drone Position: (-354.61, 45.00, -107.38), Speed: 1.866667, Camera Position: (-103.24, 0.00, -107.38), Camera Rotation: (0.00, 270.00, 0.00), Slider Value: 50, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.5114447, Drone Position: (-354.19, 45.00, -107.38), Speed: 2.657224, Camera Position: (-103.05, 1.54, -107.41), Camera Rotation: (354.78, 287.62, 0.25), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.5452219, Drone Position: (-354.10, 45.00, -107.38), Speed: 2.82611, Camera Position: (-103.05, 1.54, -107.41), Camera Rotation: (354.86, 287.07, 0.19), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.5679662, Drone Position: (-354.03, 45.00, -107.38), Speed: 2.939831, Camera Position: (-103.05, 1.54, -107.41), Camera Rotation: (355.30, 284.19, 359.57), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.5848479, Drone Position: (-353.98, 45.00, -107.38), Speed: 3.02424, Camera Position: (-103.05, 1.54, -107.41), Camera Rotation: (355.39, 283.80, 359.46), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.6225885, Drone Position: (-353.86, 45.00, -107.38), Speed: 3.212942, Camera Position: (-103.05, 1.53, -107.41), Camera Rotation: (356.13, 280.94, 358.56), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.6470349, Drone Position: (-353.77, 45.00, -107.38), Speed: 3.335175, Camera Position: (-103.05, 1.54, -107.41), Camera Rotation: (355.82, 282.04, 358.99), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.661281, Drone Position: (-353.73, 45.00, -107.38), Speed: 3.406405, Camera Position: (-103.05, 1.54, -107.41), Camera Rotation: (355.82, 282.04, 358.99), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.6853352, Drone Position: (-353.64, 45.00, -107.38), Speed: 3.526675, Camera Position: (-103.05, 1.54, -107.40), Camera Rotation: (355.76, 280.38, 358.91), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7122827, Drone Position: (-353.54, 45.00, -107.38), Speed: 3.661413, Camera Position: (-103.05, 1.54, -107.40), Camera Rotation: (355.70, 280.86, 358.96), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7377703, Drone Position: (-353.45, 45.00, -107.38), Speed: 3.788851, Camera Position: (-103.05, 1.54, -107.40), Camera Rotation: (355.66, 280.94, 358.96), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7501616, Drone Position: (-353.40, 45.00, -107.38), Speed: 3.850808, Camera Position: (-103.05, 1.54, -107.40), Camera Rotation: (355.50, 280.18, 358.90), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7627186, Drone Position: (-353.35, 45.00, -107.38), Speed: 3.913592, Camera Position: (-103.05, 1.54, -107.40), Camera Rotation: (355.50, 280.13, 358.89), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.7807369, Drone Position: (-353.28, 45.00, -107.38), Speed: 4.003685, Camera Position: (-103.05, 1.54, -107.40), Camera Rotation: (355.58, 280.42, 358.90), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8030648, Drone Position: (-353.19, 45.00, -107.38), Speed: 4.115324, Camera Position: (-103.05, 1.54, -107.40), Camera Rotation: (355.65, 280.29, 358.86), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8167971, Drone Position: (-353.13, 45.00, -107.38), Speed: 4.183986, Camera Position: (-103.05, 1.54, -107.40), Camera Rotation: (355.68, 280.23, 358.84), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8305951, Drone Position: (-353.07, 45.00, -107.38), Speed: 4.252976, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (355.71, 280.19, 358.84), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8444496, Drone Position: (-353.01, 45.00, -107.38), Speed: 4.322248, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (355.72, 280.17, 358.84), Slider Value: 52, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8583124, Drone Position: (-352.95, 45.00, -107.38), Speed: 4.391562, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (355.75, 280.15, 358.84), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8721967, Drone Position: (-352.89, 45.00, -107.38), Speed: 4.460984, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (355.78, 280.15, 358.85), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8860595, Drone Position: (-352.82, 45.00, -107.38), Speed: 4.530297, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (355.83, 280.17, 358.84), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.8998718, Drone Position: (-352.76, 45.00, -107.38), Speed: 4.59936, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (355.91, 280.19, 358.83), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9139805, Drone Position: (-352.69, 45.00, -107.38), Speed: 4.669903, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.00, 280.21, 358.84), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9281557, Drone Position: (-352.63, 45.00, -107.38), Speed: 4.740779, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.06, 280.24, 358.87), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9422482, Drone Position: (-352.56, 45.00, -107.38), Speed: 4.811242, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.10, 280.29, 358.91), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.956059, Drone Position: (-352.49, 45.00, -107.38), Speed: 4.880296, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.11, 280.36, 358.95), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9698761, Drone Position: (-352.42, 45.00, -107.38), Speed: 4.949381, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.12, 280.45, 358.97), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9834477, Drone Position: (-352.36, 45.00, -107.38), Speed: 5.017239, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.15, 280.53, 359.01), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 0.9974765, Drone Position: (-352.28, 45.00, -107.38), Speed: 5.087384, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.16, 280.61, 359.02), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 1.01139, Drone Position: (-352.21, 45.00, -107.38), Speed: 5.156949, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.17, 280.68, 359.02), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 1.025506, Drone Position: (-352.14, 45.00, -107.38), Speed: 5.227533, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.13, 280.73, 359.02), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
Timestamp: 1.039415, Drone Position: (-352.07, 45.00, -107.38), Speed: 5.297073, Camera Position: (-103.06, 1.54, -107.40), Camera Rotation: (356.11, 280.79, 359.02), Slider Value: 53, Phase: MoveToInitial, Scenario: 1
