Timestamp: 1166.688, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.142288, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.15, 274.60, 1.77), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.703, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2199475, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.17, 274.54, 1.75), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.718, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2901765, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.21, 274.48, 1.75), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.731, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.356604, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.25, 274.43, 1.72), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.744, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.424604, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.29, 274.38, 1.69), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.758, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.4941755, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.28, 274.33, 1.65), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.772, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.564186, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.26, 274.28, 1.61), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.786, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.633848, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.26, 274.23, 1.58), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.8, Drone Position: (-355.18, 45.00, -107.38), Speed: 0.7020774, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.26, 274.18, 1.56), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.818, Drone Position: (-355.17, 45.00, -107.38), Speed: 0.7937725, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.28, 274.12, 1.55), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
Timestamp: 1166.833, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.867903, Camera Position: (-103.02, 1.55, -107.33), Camera Rotation: (351.28, 274.07, 1.52), Slider Value: 1, Phase: MoveToInitial, Scenario: 4
