ID: 1, Timestamp: 204.4035, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.13985, Camera Position: (-103.34, 1.83, -107.34), Camera Rotation: (334.45, 268.67, 1.53), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.4176, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.210632, Camera Position: (-103.34, 1.82, -107.34), Camera Rotation: (334.61, 268.73, 1.48), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.4318, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.281187, Camera Position: (-103.34, 1.82, -107.33), Camera Rotation: (334.73, 268.78, 1.42), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.4458, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.351515, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (334.85, 268.82, 1.35), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.4587, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.415946, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (334.96, 268.85, 1.29), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.4725, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.4851755, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.07, 268.86, 1.25), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.4865, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.5546265, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.18, 268.88, 1.21), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.5005, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.6250905, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.26, 268.87, 1.18), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.5145, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.69488, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.34, 268.88, 1.17), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.5284, Drone Position: (-355.18, 45.00, -107.38), Speed: 0.764443, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.39, 268.90, 1.15), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.5425, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.834919, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.44, 268.90, 1.14), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.5561, Drone Position: (-355.15, 45.00, -107.38), Speed: 0.9028155, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.51, 268.90, 1.13), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.5699, Drone Position: (-355.14, 45.00, -107.38), Speed: 0.971866, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.56, 268.90, 1.11), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.5843, Drone Position: (-355.12, 45.00, -107.38), Speed: 1.043866, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.60, 268.92, 1.09), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.5979, Drone Position: (-355.11, 45.00, -107.38), Speed: 1.111921, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.62, 268.94, 1.08), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.6116, Drone Position: (-355.09, 45.00, -107.38), Speed: 1.180537, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.64, 268.95, 1.10), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.6258, Drone Position: (-355.07, 45.00, -107.38), Speed: 1.251375, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.68, 268.98, 1.11), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.6394, Drone Position: (-355.06, 45.00, -107.38), Speed: 1.31929, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.75, 269.01, 1.11), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.6535, Drone Position: (-355.04, 45.00, -107.38), Speed: 1.389987, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.84, 269.05, 1.10), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.6676, Drone Position: (-355.02, 45.00, -107.38), Speed: 1.460407, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (335.95, 269.09, 1.08), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.6812, Drone Position: (-354.99, 45.00, -107.38), Speed: 1.528548, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (336.07, 269.14, 1.06), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.6951, Drone Position: (-354.97, 45.00, -107.38), Speed: 1.597841, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (336.21, 269.19, 1.02), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.7093, Drone Position: (-354.95, 45.00, -107.38), Speed: 1.668789, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (336.34, 269.25, 0.97), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.723, Drone Position: (-354.93, 45.00, -107.38), Speed: 1.737235, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (336.49, 269.33, 0.92), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.7367, Drone Position: (-354.90, 45.00, -107.38), Speed: 1.805881, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (336.63, 269.40, 0.86), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.751, Drone Position: (-354.87, 45.00, -107.38), Speed: 1.877239, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (336.74, 269.47, 0.79), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.7651, Drone Position: (-354.85, 45.00, -107.38), Speed: 1.948092, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (336.83, 269.54, 0.73), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.7787, Drone Position: (-354.82, 45.00, -107.38), Speed: 2.01595, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (336.94, 269.59, 0.69), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.7931, Drone Position: (-354.79, 45.00, -107.38), Speed: 2.087771, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.05, 269.64, 0.65), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.8067, Drone Position: (-354.76, 45.00, -107.38), Speed: 2.155988, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.16, 269.68, 0.63), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.8208, Drone Position: (-354.73, 45.00, -107.38), Speed: 2.226177, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.21, 269.71, 0.61), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.8346, Drone Position: (-354.70, 45.00, -107.38), Speed: 2.295176, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.29, 269.75, 0.61), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.8485, Drone Position: (-354.66, 45.00, -107.38), Speed: 2.364828, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.35, 269.78, 0.62), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.8624, Drone Position: (-354.63, 45.00, -107.38), Speed: 2.434148, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.41, 269.80, 0.63), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.8763, Drone Position: (-354.59, 45.00, -107.38), Speed: 2.503984, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.48, 269.80, 0.64), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.8902, Drone Position: (-354.56, 45.00, -107.38), Speed: 2.573187, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.56, 269.80, 0.66), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.9042, Drone Position: (-354.52, 45.00, -107.38), Speed: 2.643489, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.66, 269.80, 0.67), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.9181, Drone Position: (-354.48, 45.00, -107.38), Speed: 2.712922, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.73, 269.78, 0.70), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.932, Drone Position: (-354.45, 45.00, -107.38), Speed: 2.78216, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.79, 269.77, 0.71), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.9462, Drone Position: (-354.41, 45.00, -107.38), Speed: 2.853174, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.84, 269.74, 0.73), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.9599, Drone Position: (-354.36, 45.00, -107.38), Speed: 2.922083, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.86, 269.70, 0.76), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.9739, Drone Position: (-354.32, 45.00, -107.38), Speed: 2.991754, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.88, 269.66, 0.79), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 204.988, Drone Position: (-354.28, 45.00, -107.38), Speed: 3.062371, Camera Position: (-103.35, 1.82, -107.33), Camera Rotation: (337.91, 269.63, 0.82), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 205.002, Drone Position: (-354.24, 45.00, -107.38), Speed: 3.132443, Camera Position: (-103.36, 1.82, -107.33), Camera Rotation: (337.93, 269.58, 0.85), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
ID: 1, Timestamp: 205.0156, Drone Position: (-354.19, 45.00, -107.38), Speed: 3.200484, Camera Position: (-103.36, 1.82, -107.33), Camera Rotation: (337.94, 269.53, 0.88), Slider Value: 52, Phase: MoveToInitial, Scenario: 3
