ID: 1, Timestamp: 0.3533334, Drone Position: (-354.61, 45.00, -107.38), Speed: 1.866667, Camera Position: (-103.24, 0.00, -107.38), Camera Rotation: (0.00, 270.00, 0.00), Slider Value: 50, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.4803779, Drone Position: (-354.29, 45.00, -107.38), Speed: 2.501889, Camera Position: (-103.38, 1.80, -107.33), Camera Rotation: (356.32, 279.75, 4.59), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.5374951, Drone Position: (-354.13, 45.00, -107.38), Speed: 2.787476, Camera Position: (-103.38, 1.80, -107.33), Camera Rotation: (356.27, 279.72, 4.60), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.5581595, Drone Position: (-354.07, 45.00, -107.38), Speed: 2.890798, Camera Position: (-103.38, 1.80, -107.33), Camera Rotation: (355.37, 279.24, 5.04), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.5708892, Drone Position: (-354.04, 45.00, -107.38), Speed: 2.954446, Camera Position: (-103.37, 1.80, -107.33), Camera Rotation: (355.17, 279.07, 5.15), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.5996875, Drone Position: (-353.95, 45.00, -107.38), Speed: 3.098437, Camera Position: (-103.37, 1.80, -107.34), Camera Rotation: (352.96, 276.88, 6.26), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.6295735, Drone Position: (-353.85, 45.00, -107.38), Speed: 3.247867, Camera Position: (-103.37, 1.80, -107.33), Camera Rotation: (353.52, 277.26, 5.78), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.6568667, Drone Position: (-353.76, 45.00, -107.38), Speed: 3.384333, Camera Position: (-103.37, 1.80, -107.34), Camera Rotation: (352.55, 276.40, 5.74), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.6714135, Drone Position: (-353.71, 45.00, -107.38), Speed: 3.457067, Camera Position: (-103.37, 1.80, -107.34), Camera Rotation: (352.04, 276.40, 5.72), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.6873555, Drone Position: (-353.65, 45.00, -107.38), Speed: 3.536777, Camera Position: (-103.37, 1.80, -107.34), Camera Rotation: (351.28, 276.20, 5.75), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.7018694, Drone Position: (-353.60, 45.00, -107.38), Speed: 3.609347, Camera Position: (-103.37, 1.80, -107.34), Camera Rotation: (351.86, 276.63, 5.70), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.7157704, Drone Position: (-353.55, 45.00, -107.38), Speed: 3.678852, Camera Position: (-103.37, 1.80, -107.34), Camera Rotation: (350.96, 276.48, 5.66), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.7299773, Drone Position: (-353.50, 45.00, -107.38), Speed: 3.749886, Camera Position: (-103.37, 1.80, -107.34), Camera Rotation: (350.39, 276.54, 5.58), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.7441345, Drone Position: (-353.44, 45.00, -107.38), Speed: 3.820673, Camera Position: (-103.37, 1.81, -107.34), Camera Rotation: (349.85, 276.65, 5.65), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.7583792, Drone Position: (-353.39, 45.00, -107.38), Speed: 3.891896, Camera Position: (-103.37, 1.81, -107.34), Camera Rotation: (349.23, 276.75, 5.78), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.772292, Drone Position: (-353.33, 45.00, -107.38), Speed: 3.96146, Camera Position: (-103.37, 1.81, -107.34), Camera Rotation: (348.60, 276.86, 5.90), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.7860562, Drone Position: (-353.28, 45.00, -107.38), Speed: 4.030281, Camera Position: (-103.37, 1.81, -107.33), Camera Rotation: (348.22, 277.00, 5.95), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.8000466, Drone Position: (-353.22, 45.00, -107.38), Speed: 4.100233, Camera Position: (-103.37, 1.81, -107.33), Camera Rotation: (347.91, 277.15, 5.94), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.8139811, Drone Position: (-353.16, 45.00, -107.38), Speed: 4.169905, Camera Position: (-103.36, 1.81, -107.33), Camera Rotation: (347.46, 277.34, 5.94), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.8279073, Drone Position: (-353.10, 45.00, -107.38), Speed: 4.239537, Camera Position: (-103.36, 1.81, -107.33), Camera Rotation: (346.82, 277.49, 5.95), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.8421385, Drone Position: (-353.04, 45.00, -107.38), Speed: 4.310692, Camera Position: (-103.36, 1.81, -107.33), Camera Rotation: (346.22, 277.63, 5.96), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
ID: 1, Timestamp: 0.8560491, Drone Position: (-352.98, 45.00, -107.38), Speed: 4.380246, Camera Position: (-103.36, 1.81, -107.33), Camera Rotation: (345.63, 277.72, 5.92), Slider Value: 12, Phase: MoveToInitial, Scenario: 1
