ID: 1, Timestamp: 2244.694, Drone Position: (-355.24, 45.00, -107.38), Speed: 0.1394125, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (6.57, 270.51, 358.98), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.708, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.208774, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (6.43, 270.34, 358.88), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.722, Drone Position: (-355.23, 45.00, -107.38), Speed: 0.2775625, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (6.31, 270.16, 358.78), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.736, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.347108, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (6.27, 269.97, 358.70), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.75, Drone Position: (-355.22, 45.00, -107.38), Speed: 0.4175945, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (6.25, 269.81, 358.59), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.763, Drone Position: (-355.21, 45.00, -107.38), Speed: 0.4843565, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (6.23, 269.68, 358.46), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.777, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.553871, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (6.16, 269.58, 358.38), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.791, Drone Position: (-355.20, 45.00, -107.38), Speed: 0.622458, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (6.01, 269.53, 358.33), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.805, Drone Position: (-355.19, 45.00, -107.38), Speed: 0.6921215, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (5.82, 269.57, 358.30), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.819, Drone Position: (-355.18, 45.00, -107.38), Speed: 0.762614, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (5.67, 269.70, 358.30), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.833, Drone Position: (-355.16, 45.00, -107.38), Speed: 0.83221, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (5.58, 269.83, 358.35), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.847, Drone Position: (-355.15, 45.00, -107.38), Speed: 0.902113, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (5.51, 270.00, 358.35), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.861, Drone Position: (-355.14, 45.00, -107.38), Speed: 0.971026, Camera Position: (-103.42, 1.71, -107.22), Camera Rotation: (5.43, 270.11, 358.32), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.875, Drone Position: (-355.12, 45.00, -107.38), Speed: 1.040979, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (5.38, 270.19, 358.28), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.889, Drone Position: (-355.11, 45.00, -107.38), Speed: 1.112304, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (5.33, 270.27, 358.18), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.903, Drone Position: (-355.09, 45.00, -107.38), Speed: 1.18201, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (5.35, 270.34, 358.08), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.917, Drone Position: (-355.07, 45.00, -107.38), Speed: 1.250586, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (5.37, 270.39, 357.96), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.93, Drone Position: (-355.06, 45.00, -107.38), Speed: 1.318663, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (5.38, 270.43, 357.82), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.944, Drone Position: (-355.04, 45.00, -107.38), Speed: 1.38939, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (5.34, 270.45, 357.68), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.958, Drone Position: (-355.02, 45.00, -107.38), Speed: 1.459059, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (5.27, 270.44, 357.55), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.972, Drone Position: (-355.00, 45.00, -107.38), Speed: 1.527584, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (5.16, 270.41, 357.45), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2244.986, Drone Position: (-354.97, 45.00, -107.38), Speed: 1.599289, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (5.04, 270.37, 357.33), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2245, Drone Position: (-354.95, 45.00, -107.38), Speed: 1.667051, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (4.95, 270.33, 357.20), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2245.014, Drone Position: (-354.93, 45.00, -107.38), Speed: 1.737678, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (4.86, 270.25, 357.11), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2245.028, Drone Position: (-354.90, 45.00, -107.38), Speed: 1.809187, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (4.76, 270.17, 357.03), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2245.042, Drone Position: (-354.87, 45.00, -107.38), Speed: 1.875843, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (4.66, 270.05, 356.98), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2245.056, Drone Position: (-354.85, 45.00, -107.38), Speed: 1.946837, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (4.55, 269.93, 356.96), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2245.07, Drone Position: (-354.82, 45.00, -107.38), Speed: 2.015167, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (4.42, 269.78, 356.96), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2245.083, Drone Position: (-354.79, 45.00, -107.38), Speed: 2.084804, Camera Position: (-103.42, 1.71, -107.21), Camera Rotation: (4.27, 269.67, 356.96), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2245.098, Drone Position: (-354.76, 45.00, -107.38), Speed: 2.157389, Camera Position: (-103.42, 1.71, -107.20), Camera Rotation: (4.16, 269.58, 356.98), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
ID: 1, Timestamp: 2245.112, Drone Position: (-354.73, 45.00, -107.38), Speed: 2.225674, Camera Position: (-103.42, 1.71, -107.20), Camera Rotation: (4.16, 269.54, 357.11), Slider Value: 51, Phase: MoveToInitial, Scenario: 4
